10/4/19,10/11/19,10/18/19,10/25/19,11/1/19,11/8/19,11/15/19,11/22/19,11/29/19,12/6/19,12/13/19,12/20/19,12/27/19,1/3/20,1/10/20,1/17/20,1/24/20,1/31/20,2/7/20,2/14/20,2/21/20,2/28/20,3/6/20,3/13/20,Difference
150.9757792207792,152.34662337662343,154.38357142857149,155.68246753246757,156.31961038961035,154.44603896103897,153.82194805194806,153.5025974025974,156.0327272727273,156.32857142857145,158.53240259740258,160.3746103896104,161.9061038961039,161.81071428571428,161.4333116883117,163.0470779220779,159.64467532467526,156.40448051948056,159.3246753246753,163.33545454545452,161.6172727272727,143.7506493506493,140.20012987012987,124.65603896103897,26.319740259740257
92.19216666666668,91.53366666666665,91.19583333333335,90.78200000000001,90.51266666666668,90.79333333333335,91.33333333333333,91.53833333333328,92.4293333333333,93.05783333333333,92.62866666666667,94.203,94.37299999999998,93.27799999999998,93.73100000000001,95.70766666666667,95.2045,93.74799999999999,95.78750000000001,96.80833333333337,96.17866666666666,85.96300000000001,91.54899999999999,83.49733333333333,8.694833333333333
46.46259259259259,47.19777777777777,46.10074074074074,48.62333333333333,48.59,49.93814814814815,49.33925925925925,48.61814814814815,47.78074074074074,48.567407407407416,49.33222222222222,51.24962962962963,51.70333333333333,52.28851851851851,52.11370370370371,51.45407407407408,48.72851851851852,45.80185185185186,46.324074074074076,46.59,46.73148148148148,39.348518518518524,35.187407407407406,25.294074074074075,21.168518518518518
92.38833333333338,92.81190476190474,93.57190476190473,94.5973015873016,96.4021428571429,98.49269841269845,98.66634920634922,98.79888888888888,99.66365079365079,100.09666666666665,101.05015873015876,101.54428571428573,101.40650793650792,101.5122222222222,101.83412698412694,103.7396825396825,102.19587301587305,101.17301587301586,104.23063492063491,105.76666666666667,104.36126984126986,89.90809523809523,87.25238095238096,77.14698412698415,15.241349206349206
155.7439090909091,155.7958181818182,159.419,160.99227272727273,165.17400000000004,165.43836363636365,169.80827272727277,171.28381818181822,173.3605454545454,175.0276363636363,175.132,178.8669090909091,179.28836363636364,177.4347272727272,181.58945454545452,184.01854545454543,180.3285454545455,172.70818181818186,179.96018181818178,183.95618181818185,183.11890909090909,164.6447272727273,170.85963636363638,156.79036363636362,-1.0464545454545477
123.87210937499997,125.941796875,126.794375,129.086953125,130.89265624999996,132.775625,133.845,133.004609375,133.61593749999997,132.78320312499997,133.84046874999999,134.86671874999996,134.86593749999997,136.4978125,136.76828125,139.75609375,138.62046874999996,134.23374999999996,137.6934375,139.2653125,137.73671875,121.28124999999999,119.51937499999998,104.80828125000001,19.063828125
147.8688805970149,149.02701492537312,148.89417910447762,151.50052238805966,153.64611940298502,156.36179104477614,158.81074626865677,156.7183582089552,159.28104477611944,159.45044776119397,161.75761194029846,164.79462686567166,165.18917910447763,165.44119402985078,169.58126865671633,174.5626865671642,174.54835820895516,168.71283582089546,174.19462686567164,179.18656716417908,175.41611940298506,157.66791044776113,155.55194029850745,144.33395522388062,3.5349253731343255
112.41727272727272,114.13181818181816,114.51999999999998,116.20727272727272,117.13045454545454,118.96090909090913,119.63454545454546,117.52545454545454,119.31136363636365,119.50681818181819,118.89954545454547,119.94045454545453,120.68863636363635,118.04636363636361,117.94909090909091,121.29545454545455,119.68545454545455,115.97045454545454,120.77772727272726,120.9531818181818,119.47909090909091,105.5759090909091,108.83090909090907,95.76590909090909,16.651363636363637
122.09531249999999,121.18874999999998,122.80781250000004,121.79031249999998,120.88156249999999,116.390625,118.725,117.30375000000001,118.85625,118.55718750000003,115.5021875,118.0690625,118.68843749999999,118.74624999999999,119.2821875,121.67281249999999,122.81578124999997,121.12187499999997,123.436875,129.33468750000003,129.3684375,113.82968750000002,119.80468749999996,111.36375000000001,10.731562499999999
36.31666666666666,36.413333333333334,37.32,36.72333333333333,37.54666666666667,37.84,37.99333333333333,37.49,37.370000000000005,37.85,37.556666666666665,38.14666666666667,38.06333333333333,37.35,36.85,37.52333333333333,37.830000000000005,36.906666666666666,37.64,36.88666666666666,36.656666666666666,33.81666666666666,35.29,32.919999999999995,3.396666666666667
81.08384615384615,79.80865384615383,79.69288461538461,79.93846153846154,79.78461538461539,76.43076923076924,77.76653846153846,77.88653846153846,77.9976923076923,78.19730769230767,78.35865384615384,80.55576923076924,80.15173076923075,79.44423076923077,80.12615384615384,83.2776923076923,85.28076923076924,85.89076923076924,85.4969230769231,87.51500000000001,87.18923076923076,76.97576923076923,83.16192307692306,71.51923076923077,9.564615384615385
